"","115160","064240","078890","028080","297570","134580"
"2020-06-11",3620,3990,6025,2825,2185,1825
"2020-06-12",3370,3835,5789,2690,2105,1785
"2020-06-15",3040,3450,5348,2545,1905,1635
"2020-06-16",3190,3610,5622,2620,2000,1725
"2020-06-17",3065,3565,5691,2620,1995,1755
"2020-06-18",3120,3575,5632,2665,2000,1715
"2020-06-19",3045,3500,5730,2665,2005,1780
"2020-06-22",3075,3410,5701,2690,2005,1720
"2020-06-23",3050,3485,5642,2690,2265,1720
"2020-06-24",3105,3485,5603,2750,2210,1695
"2020-06-25",3025,3490,5436,2680,2175,1665
"2020-06-26",3060,3475,5514,2680,2205,1710
"2020-06-29",2980,3340,5377,2655,2040,1680
"2020-06-30",3055,3470,5514,2670,2035,1710
"2020-07-01",3065,3520,5377,2690,1940,1665
"2020-07-02",3110,3555,5436,2695,2005,1690
"2020-07-03",3115,3510,5485,2725,2010,1665
"2020-07-06",3220,3635,5868,2775,1990,1680
"2020-07-07",3130,3690,5750,2740,2020,1700
"2020-07-08",3190,3705,5828,2780,2120,1730
"2020-07-09",3185,3685,5819,2740,2120,1695
"2020-07-10",3135,3600,5730,2725,2090,1730
"2020-07-13",3195,3600,5770,2775,2155,1720
"2020-07-14",3215,3605,5878,2785,2090,1680
"2020-07-15",3285,3530,5936,2810,2140,1720
"2020-07-16",3260,3500,6035,2800,2110,1720
"2020-07-17",3230,3505,5995,2760,2105,1720
"2020-07-20",3235,3400,6054,2745,2050,1700
"2020-07-21",3310,3510,6035,2780,2085,1705
"2020-07-22",3370,3535,6093,2785,2100,1685
"2020-07-23",3335,3475,5976,2750,2025,1725
"2020-07-24",3295,3500,5936,2795,2010,1720
"2020-07-27",3335,3455,5897,2705,2005,1685
"2020-07-28",4335,3505,5976,3300,2000,1705
"2020-07-29",4190,3480,5927,3050,2040,1670
"2020-07-30",4450,3505,5897,3270,2050,1680
"2020-07-31",4400,3560,5838,3300,2035,1665
"2020-08-03",4220,3495,5770,3130,2015,1700
"2020-08-04",4240,3510,5799,3105,2020,1720
"2020-08-05",4505,3690,5848,3170,2025,1730
"2020-08-06",4475,3565,5838,3130,2010,1720
"2020-08-07",4395,3610,5779,3100,2010,1705
"2020-08-10",4560,3595,5838,3160,1990,1800
"2020-08-11",4640,3530,5878,3145,1985,1805
"2020-08-12",4430,3600,6054,3170,1995,1945
"2020-08-13",5750,3830,6015,4120,2020,1935
"2020-08-14",5850,3790,5887,4500,1990,1910
"2020-08-18",5300,3435,5495,3855,1870,1905
"2020-08-19",5810,3505,5564,3950,1905,1900
"2020-08-20",5300,3435,5151,3640,1810,1915
"2020-08-21",5100,3610,5181,3545,1825,2060
"2020-08-24",5200,3625,5220,3545,1865,2060
"2020-08-25",5100,3930,5465,3575,1975,2135
"2020-08-26",5000,4015,5554,3560,1975,2195
"2020-08-27",5130,3770,5465,3560,1910,2060
"2020-08-28",5000,3660,5554,3570,1925,2125
"2020-08-31",4475,3705,5701,3365,1935,2085
"2020-09-01",4460,3730,5760,3435,1955,2120
"2020-09-02",4600,3670,5760,3580,2005,2070
"2020-09-03",4750,3620,5730,3675,2080,2135
"2020-09-04",4720,3580,5662,3680,2005,2045
"2020-09-07",4890,3580,6192,3690,2035,2070
"2020-09-08",4895,3520,6025,3750,2010,1950
"2020-09-09",4805,3515,6417,3690,2000,1955
"2020-09-10",4880,3725,6476,3780,2010,2000
"2020-09-11",4940,3640,6280,3770,2020,1970
"2020-09-14",5120,3620,6437,3880,2100,2075
"2020-09-15",5180,3780,6378,3880,2075,2010
"2020-09-16",4925,3680,6407,3700,2135,2075
"2020-09-17",4730,3615,6201,3640,2120,2015
"2020-09-18",4580,3595,6241,3695,2170,2020
"2020-09-21",4505,3490,6035,3620,2150,2045
"2020-09-22",4205,3400,5740,3350,2065,2000
"2020-09-23",4305,3390,5721,3440,2145,2005
"2020-09-24",4075,3255,5622,3275,2300,1965
"2020-09-25",4100,3230,5642,3370,2145,1965
"2020-09-28",4370,3355,5789,3710,2305,1965
"2020-09-29",4470,3370,5927,3605,2325,2000
"2020-10-05",4600,3395,5976,3730,2330,2000
"2020-10-06",4755,3385,5936,3770,2280,2010
"2020-10-07",4745,3430,6162,3720,2290,2010
"2020-10-08",5150,3415,6113,4430,2290,2020
"2020-10-12",5090,3420,6142,4260,2245,2040
"2020-10-13",5290,3365,6211,4840,2335,2050
"2020-10-14",5360,3275,6211,4910,2425,2060
"2020-10-15",5100,3230,6035,4650,2300,1995
"2020-10-16",5100,3150,5936,4400,2245,1995
"2020-10-19",4930,3200,5887,4360,2225,1935
"2020-10-20",5110,3090,5976,4440,2215,1945
"2020-10-21",5140,3025,6123,4415,2215,2020
"2020-10-22",5020,3040,5966,4205,2230,2020
"2020-10-23",5060,3060,5927,4310,2250,2025
"2020-10-26",4905,3030,5760,4060,2170,1975
"2020-10-27",4820,2960,5809,4040,2120,1905
"2020-10-28",4895,3035,5927,4100,2145,1910
"2020-10-29",4745,3020,5828,3995,2140,1895
"2020-10-30",4610,2955,5671,3910,2095,1920
"2020-11-02",4855,2910,5750,4135,2260,1895
"2020-11-03",4970,2870,5868,4280,2320,1945
"2020-11-04",4850,2860,5858,4115,2315,2000
"2020-11-05",5090,2965,5917,4395,2375,2025
"2020-11-06",5030,2965,5917,4325,2360,1965
"2020-11-09",5150,2955,5936,4475,2410,2190
"2020-11-10",5220,3010,5976,4505,2435,2210
"2020-11-11",5070,2990,6054,4350,2440,2100
"2020-11-12",5080,3000,6005,4375,2430,2180
"2020-11-13",4820,2980,5976,4550,2390,2140
"2020-11-16",4715,3150,5995,4385,2360,2050
"2020-11-17",4750,3135,5907,4260,2410,2050
"2020-11-18",4725,3125,5976,4230,2340,2070
"2020-11-19",4635,3070,5956,4160,2335,2050
"2020-11-20",4765,3055,6044,4240,2330,2055
"2020-11-23",4800,3150,6025,4140,2340,2045
"2020-11-24",4815,3205,6133,4140,2410,2070
"2020-11-25",4840,3150,6054,4220,2450,2165
"2020-11-26",4880,3170,6054,4190,2675,2160
"2020-11-27",5160,3180,6133,4275,2520,2165
"2020-11-30",5390,3170,6152,4240,2525,2110
"2020-12-01",5230,3125,6133,4180,2445,2060
"2020-12-02",4995,3150,6280,4115,2545,2095
"2020-12-03",5140,3090,6299,4155,2490,2205
"2020-12-04",5210,3240,6231,4120,2500,2170
"2020-12-07",4995,3160,6035,4185,2440,2195
"2020-12-08",4875,3070,6064,4135,2375,2215
"2020-12-09",5050,3080,6084,4105,2410,2350
"2020-12-10",5070,3005,6221,4105,2425,2315
"2020-12-11",5080,3065,6162,4130,2485,2250
"2020-12-14",4925,3015,6172,4025,2515,2300
"2020-12-15",4935,2995,6270,3970,2465,2320
"2020-12-16",4955,3025,6290,4015,2425,2250
"2020-12-17",5100,3035,6231,4040,2430,2260
"2020-12-18",5700,3015,6456,4520,2400,2265
"2020-12-21",6000,2970,6417,5040,2430,2435
"2020-12-22",6010,2905,6142,4915,2395,2375
"2020-12-23",6060,2840,6182,4705,2420,2430
"2020-12-24",5580,2995,6250,4495,2385,2580
"2020-12-28",5440,2900,6270,4350,2460,2620
"2020-12-29",5540,3020,6320,4430,2580,2945
"2020-12-30",5740,3010,6380,4435,2570,2800
"2021-01-04",5880,2940,6430,4530,2570,2810
"2021-01-05",5930,2900,6540,4455,2550,2885
"2021-01-06",5870,2950,6490,4455,2895,2795
"2021-01-07",5980,3000,6570,4460,2870,2995
"2021-01-08",5880,3000,6420,4370,2905,2910
"2021-01-11",6320,2880,6360,4445,3245,2760
"2021-01-12",6080,2785,6890,4325,3615,2700
"2021-01-13",6170,2865,7080,4335,3365,2685
"2021-01-14",6170,2885,8610,4320,3250,2760
"2021-01-15",6090,2845,7600,4385,3210,2775
"2021-01-18",6000,2700,7180,4240,3180,2635
"2021-01-19",6000,2765,7180,4230,3245,2750
"2021-01-20",5810,2795,7370,4270,3405,2690
"2021-01-21",5790,2725,8140,4250,3300,2735
"2021-01-22",5690,2775,8240,4250,3215,2820
