"","210980","034830","123890","034810","007680","056730","005110"
"2019-12-30",29100,2100,3370,10200,11200,1550,2123
"2020-01-02",29150,2085,3340,10250,11050,1550,2135
"2020-01-03",29350,2050,3265,10250,11100,1550,2139
"2020-01-06",29100,2030,3195,10200,10800,1550,2017
"2020-01-07",29000,2045,3190,10150,10750,1550,2017
"2020-01-08",28450,2010,3085,9820,10250,1550,1857
"2020-01-09",28450,2040,3060,9980,10950,1550,2076
"2020-01-10",29150,2040,3065,10150,11000,1550,2123
"2020-01-13",29400,2040,3080,10150,11100,1550,2154
"2020-01-14",29350,2045,3070,10250,11150,1550,2150
"2020-01-15",29450,2050,3055,10200,11000,1550,2636
"2020-01-16",29300,2025,3050,10100,11050,1550,2652
"2020-01-17",29300,2035,3020,10100,11150,1550,2597
"2020-01-20",29150,2030,2995,10050,11200,1550,2499
"2020-01-21",28950,2035,3005,9990,11150,1550,2574
"2020-01-22",28950,2030,3005,10150,11250,1550,2527
"2020-01-23",28450,2035,2995,10100,11350,1550,2401
"2020-01-28",27550,2010,2920,9940,11050,1550,2280
"2020-01-29",27200,2020,2990,9850,10950,1550,2327
"2020-01-30",26700,2020,2950,9800,10900,1550,2225
"2020-01-31",27200,2005,2940,9540,11250,1550,2217
"2020-02-03",27850,2010,2915,9550,11550,1550,2233
"2020-02-04",27800,2010,2900,9670,11950,1550,2327
"2020-02-05",28250,2010,2915,9670,12400,1550,2323
"2020-02-06",27900,1995,2920,9790,12500,1550,2382
"2020-02-07",27600,2000,2920,9680,12400,1550,2464
"2020-02-10",28350,1980,2900,9690,13400,1550,2519
"2020-02-11",30050,1995,2915,9750,13300,1550,2358
"2020-02-12",29300,1955,2885,9740,14700,1550,2413
"2020-02-13",29700,2010,2885,9680,14800,1550,2342
"2020-02-14",29350,2010,2820,9810,15350,1550,2370
"2020-02-17",29350,2005,2855,9890,15300,1550,2319
"2020-02-18",29700,2000,2820,9870,16650,1550,2264
"2020-02-19",29650,2045,2815,9920,17300,1550,2295
"2020-02-20",29500,1995,2815,9750,18150,1550,2268
"2020-02-21",29500,1995,2780,9690,12750,1550,2201
"2020-02-24",28950,1965,2650,9440,10350,1550,2080
"2020-02-25",29700,2000,2680,9500,10600,1550,2143
"2020-02-26",28800,1965,2650,9480,10250,1550,2131
"2020-02-27",28800,1965,2605,9270,10200,1550,2045
"2020-02-28",27700,1920,2490,8910,10250,1550,1880
"2020-03-02",27100,1955,2515,8870,10100,1550,1923
"2020-03-03",26400,1945,2455,8950,9900,1550,1908
"2020-03-04",27100,1955,2490,8950,10100,1550,1998
"2020-03-05",28050,1965,2565,9180,10150,1550,2053
"2020-03-06",27850,1945,2515,9060,10650,1550,2053
"2020-03-09",27800,1945,2390,8780,10300,1550,1904
"2020-03-10",27800,1900,2390,8580,10200,1550,1908
"2020-03-11",27650,1900,2305,8360,9970,1550,1810
"2020-03-12",25950,1790,2240,7830,9240,1550,1622
"2020-03-13",25000,1705,2050,7210,7510,1550,1430
"2020-03-16",24800,1675,1960,7090,7110,1550,1332
"2020-03-17",24150,1675,1885,6930,7270,1550,1347
"2020-03-18",23750,1635,1850,6900,6810,1550,1253
"2020-03-19",20450,1535,1510,6240,6460,1550,1003
"2020-03-20",21750,1560,1510,6690,6510,1550,1065
"2020-03-23",20700,1460,1400,6260,6230,1550,1054
"2020-03-24",21500,1545,1520,6740,6560,1550,1136
"2020-03-25",22550,1540,1700,6990,6820,1550,1199
"2020-03-26",21950,1600,1800,7150,6720,1550,1253
"2020-03-27",22900,1585,1885,7240,6870,1550,1285
"2020-03-30",23450,1640,1905,7320,7780,1550,1340
"2020-03-31",25100,1645,1965,7950,8370,1550,1653
"2020-04-01",25100,1615,1900,8070,8970,1550,1626
"2020-04-02",25300,1630,1905,8670,9480,1550,1669
"2020-04-03",25900,1630,1935,8420,9420,1550,1649
"2020-04-06",26000,1685,1980,8390,9740,1550,1727
"2020-04-07",25950,1735,2095,8290,9530,1550,1771
"2020-04-08",26550,1740,2100,8410,9330,1550,1763
"2020-04-09",26400,1780,2270,8340,9100,1550,1798
"2020-04-10",27300,1770,2370,8370,9800,1550,1727
"2020-04-13",26300,1745,2250,8330,11000,1550,1633
"2020-04-14",27550,1750,2295,8510,10900,1550,1747
"2020-04-16",24600,1720,2265,8450,11450,1550,2064
"2020-04-17",24200,1745,2275,8550,12100,1550,1959
"2020-04-20",23850,1780,2235,8710,12100,1550,2017
"2020-04-21",22850,1755,2190,8730,12050,1550,1978
"2020-04-22",23300,1710,2170,8670,10400,1550,2013
"2020-04-23",23350,1760,2245,8680,9440,1550,1966
"2020-04-24",22900,1745,2230,8560,8630,1550,1966
"2020-04-27",23000,1740,2255,8610,8750,1550,2002
"2020-04-28",23000,1790,2345,8610,8630,1550,1939
"2020-04-29",24450,1880,2415,8840,8620,1550,1912
"2020-05-04",24350,1835,2415,8860,8630,1550,1923
"2020-05-06",25000,1830,2425,9650,8950,1550,2056
"2020-05-07",24950,1830,2435,12500,8960,1550,2068
"2020-05-08",25000,1835,2445,12050,9040,1550,2162
"2020-05-11",26250,1830,2410,12250,8850,1550,2009
"2020-05-12",25950,1805,2370,11650,8800,1550,2049
"2020-05-13",25950,1795,2340,11500,8730,1550,2037
"2020-05-14",25450,1815,2325,12000,8680,1550,1994
"2020-05-15",24750,1850,2445,11950,8790,1550,1951
"2020-05-18",24700,1835,2405,11600,8700,1550,1904
"2020-05-19",24800,1845,2440,11450,8790,1550,1966
"2020-05-20",24650,1860,2565,11500,8950,1550,2021
"2020-05-21",25300,1890,2700,11450,9450,1550,2017
"2020-05-22",25000,1855,2630,11150,9010,1550,2002
"2020-05-25",24550,1860,2660,11150,9200,1550,1974
"2020-05-26",24400,1870,2810,11150,9120,1550,2037
"2020-05-27",24750,1885,2745,11500,9210,1550,2025
"2020-05-28",24600,1855,2750,11450,9090,1550,1955
"2020-05-29",25950,1855,2655,11100,9020,1550,1939
"2020-06-01",25650,1885,2755,11350,9040,1550,1998
"2020-06-02",25950,1885,2810,11600,9150,1550,2053
"2020-06-03",25600,1910,2920,11800,9310,1550,2060
"2020-06-04",25750,1905,2920,11800,9300,1550,2049
"2020-06-05",26850,1905,2940,11800,9460,1550,2096
"2020-06-08",26950,1905,2940,11700,9510,1550,1998
"2020-06-09",26600,1880,2980,11850,9370,1550,1912
"2020-06-10",27500,1885,2940,11800,9280,1550,1853
"2020-06-11",26650,1860,2990,11850,9080,1550,1841
"2020-06-12",27000,1800,2960,11300,8790,1550,1829
"2020-06-15",26100,1710,2930,10400,8180,1550,1614
"2020-06-16",27100,1790,3020,10900,8710,1550,1763
"2020-06-17",27900,1775,2960,10750,8660,1550,1614
"2020-06-18",28950,1805,2950,11250,8650,1550,1618
"2020-06-19",29400,1795,2920,13000,8700,1550,1700
"2020-06-22",29000,1770,2890,13150,8690,1550,1630
"2020-06-23",28900,1780,2955,13000,8660,1550,1598
"2020-06-24",28600,1770,2940,13450,8630,1550,1782
"2020-06-25",28700,1735,2880,12650,8700,1550,1696
"2020-06-26",28250,1720,2900,12500,8710,1550,1665
"2020-06-29",27450,1700,2770,12450,8530,1550,1641
"2020-06-30",26900,1700,2805,13200,8580,1550,1657
"2020-07-01",27950,1705,2830,12700,8530,1550,1712
"2020-07-02",27600,1750,2845,13500,8590,1550,1767
"2020-07-03",27200,1745,2875,13850,8590,1550,1841
"2020-07-06",27150,1765,2855,13250,8880,1550,1814
"2020-07-07",26800,1750,2845,12750,8990,1550,1755
"2020-07-08",26500,1755,2840,13050,9010,1550,1759
"2020-07-09",27800,1755,2810,13000,9010,1550,1727
"2020-07-10",26900,1725,2735,13200,8780,1550,1743
"2020-07-13",27050,1725,2750,12350,8770,1550,1731
"2020-07-14",27050,1735,2845,12350,8750,1550,1731
"2020-07-15",27250,1750,2835,12150,8680,1550,1763
"2020-07-16",31900,1750,2845,12250,8480,1550,1743
"2020-07-17",31950,1760,2945,12600,8540,1550,1786
"2020-07-20",32900,1770,2890,12250,8550,1550,1778
"2020-07-21",35600,1775,2895,12200,8540,1550,1837
"2020-07-22",35000,1775,2875,12200,8530,1550,1798
"2020-07-23",33900,1755,2825,12300,8520,1550,1579
"2020-07-24",32850,1745,2795,12300,8550,1550,1473
"2020-07-27",34900,1735,2820,12550,9320,1550,1477
"2020-07-28",33750,1720,2820,12550,9160,1550,1465
"2020-07-29",34900,1720,2810,12450,10350,1550,1477
"2020-07-30",34800,1720,2825,12400,9750,1550,1496
"2020-07-31",33450,1715,2800,12450,10050,1550,1481
"2020-08-03",33050,1745,2980,12350,10700,1550,1481
"2020-08-04",34000,1775,3225,12600,10750,1550,1481
"2020-08-05",33750,1765,3185,12450,10550,1550,1453
"2020-08-06",34800,1755,3160,12300,10150,1550,1465
"2020-08-07",34300,1745,3070,12150,10100,1550,1510
"2020-08-10",36350,1745,3120,12100,10100,1550,1450
"2020-08-11",36200,1755,3090,12100,9980,1550,1455
"2020-08-12",35350,1760,3105,11700,9770,1550,1435
"2020-08-13",34600,1740,3165,11700,9980,1550,1445
"2020-08-14",36500,1775,3395,11400,9800,1550,1435
"2020-08-18",34100,1725,3230,10450,8810,1550,1280
"2020-08-19",36250,1735,3330,10700,8880,1550,1270
"2020-08-20",34150,1690,3215,9990,8580,1550,1220
"2020-08-21",34300,1720,3285,10150,8640,1550,1245
"2020-08-24",35300,1675,3345,10050,8600,1550,1310
"2020-08-25",36400,1700,3500,10350,8790,1550,1285
"2020-08-26",40250,1690,3460,10500,8760,1550,1280
"2020-08-27",40350,1695,3435,10350,8570,1550,1235
"2020-08-28",41750,1685,3480,10900,8650,1550,1220
"2020-08-31",41350,1695,3570,11200,8690,1550,1225
"2020-09-01",40550,1730,3670,10850,8740,1550,1205
"2020-09-02",40100,1870,3750,11100,8700,1550,1200
"2020-09-03",43150,1830,3655,11250,8930,1550,1205
"2020-09-04",49350,1855,3575,11150,8800,1550,1205
"2020-09-07",53100,1895,3595,11150,8920,1550,1200
"2020-09-08",49700,1855,3540,11350,8800,1550,1195
"2020-09-09",48400,1860,3650,11400,8840,1550,1160
"2020-09-10",48200,1875,3675,11300,8870,1550,1110
"2020-09-11",48500,1865,3695,11200,8940,1550,1080
"2020-09-14",46350,1865,3695,10950,9730,1550,1140
"2020-09-15",47500,1860,3705,11050,10150,1550,1120
"2020-09-16",49500,1855,3660,10850,10150,1550,1455
"2020-09-17",48000,1840,3645,10750,10450,1550,1400
"2020-09-18",46950,1835,3685,10950,10550,1550,1535
"2020-09-21",45150,1810,3615,10550,10600,1550,1370
"2020-09-22",43400,1790,3515,10550,10600,1550,1305
"2020-09-23",43650,1770,3470,10500,10700,1550,1255
"2020-09-24",40750,1735,3485,10300,10850,1550,1315
"2020-09-25",40450,1735,3500,10250,10400,1550,1430
"2020-09-28",41500,1740,3560,10350,10850,1550,1350
"2020-09-29",41400,1760,3650,10550,11050,1550,1350
"2020-10-05",43800,1785,3645,10550,11400,1550,1165
"2020-10-06",44000,1775,3665,10700,11450,1550,1145
"2020-10-07",43650,1780,3660,10500,11800,1550,1160
"2020-10-08",47650,1790,3670,10450,12350,1550,1165
"2020-10-12",48000,1785,3720,10400,12150,1550,1190
"2020-10-13",47400,1785,3745,10700,12600,1550,1185
"2020-10-14",46300,1775,3740,10600,12750,1550,1165
"2020-10-15",45150,1765,3750,10700,10700,1550,1145
"2020-10-16",45050,1755,3745,10550,9220,1550,1120
"2020-10-19",43400,1805,3870,10400,9150,1550,1120
"2020-10-20",44200,1815,3845,10600,9070,1550,1095
"2020-10-21",45350,1835,3860,10600,9170,1550,1105
"2020-10-22",43900,1895,4010,10750,9070,1550,1085
"2020-10-23",44300,1870,3900,10900,9020,1550,1090
"2020-10-26",42000,1820,3750,10800,8820,1550,1050
"2020-10-27",42500,1835,3740,10400,8960,1550,1035
"2020-10-28",43050,1845,3790,10500,9170,1550,1070
"2020-10-29",42450,1815,3760,10250,9060,1550,1050
"2020-10-30",40750,1795,3685,10100,8890,1550,1035
"2020-11-02",43650,1825,3725,10200,8910,1550,1040
"2020-11-03",43200,1835,3750,10300,8960,1550,1110
"2020-11-04",40400,1825,3755,10300,8880,1550,1170
"2020-11-05",42700,1825,3750,10300,8980,1550,1100
"2020-11-06",42350,1815,3715,10600,8940,1550,1090
"2020-11-09",45800,1810,3710,10600,9090,1550,1105
"2020-11-10",44450,1850,3740,10800,9090,1550,1115
"2020-11-11",43450,1855,3755,10800,9110,1550,1170
"2020-11-12",42800,1880,3795,11050,9070,1550,1185
"2020-11-13",43400,1850,3795,11050,9180,1550,1175
"2020-11-16",43750,1850,3920,10850,9240,1550,1145
"2020-11-17",43500,1910,4095,10750,9200,1550,1145
"2020-11-18",44350,1895,4040,10800,9180,1550,1135
"2020-11-19",43600,1880,3945,10900,9170,1550,1130
"2020-11-20",43150,1885,3965,10800,9180,1550,1140
"2020-11-23",43100,1895,4065,10850,9190,1550,1240
"2020-11-24",46350,1895,4060,11100,9110,1550,1250
"2020-11-25",45400,1875,4000,10950,9050,1550,1275
"2020-11-26",45600,1845,3910,11000,9140,1550,1260
"2020-11-27",45150,1855,3975,11100,9170,1550,1340
"2020-11-30",45050,1845,3960,11750,9180,1550,1345
"2020-12-01",44250,1845,3945,11750,9180,1550,1355
"2020-12-02",42950,1860,4040,11700,9120,1550,1340
"2020-12-03",42950,1870,4005,11900,9190,1550,1360
"2020-12-04",43150,1950,4045,12100,9150,1550,1340
"2020-12-07",41750,1955,4005,12000,9280,1550,1390
"2020-12-08",41200,1910,4005,11700,9250,1550,1370
"2020-12-09",41400,1930,4035,11800,9690,1550,1400
"2020-12-10",41850,1940,4085,11850,10100,1550,1390
"2020-12-11",41850,2045,4170,12050,9750,1550,1395
"2020-12-14",41650,2095,4210,11950,9850,1550,1415
"2020-12-15",41000,2090,4195,11900,9990,1550,1395
"2020-12-16",43250,2070,4170,12350,10000,1550,1375
"2020-12-17",43350,2075,4310,12750,9870,1550,1290
"2020-12-18",42750,2200,4305,12500,9730,1550,1340
"2020-12-21",43650,2175,4395,12600,9540,1550,1345
"2020-12-22",42550,2075,4255,12200,9500,1550,1455
"2020-12-23",42150,2055,4250,12200,9430,1550,1410
"2020-12-24",42450,2085,4240,12200,9480,1550,1455
"2020-12-28",43000,2090,4165,12100,9630,1550,1450
"2020-12-29",43150,2015,3975,12050,9690,1550,1455
"2020-12-30",43150,2020,3940,12200,9560,1550,1480
"2021-01-04",44100,2045,3850,12050,9440,1550,1405
"2021-01-05",46750,2110,3900,12000,9650,1550,1430
"2021-01-06",45550,2055,3980,12100,9730,1550,1490
"2021-01-07",49250,2090,4110,12200,9980,1550,1510
"2021-01-08",48250,2070,4090,12000,9780,1550,1655
"2021-01-11",46500,1990,3915,11650,9530,1550,1625
"2021-01-12",45500,2030,3880,11750,9630,1550,1700
"2021-01-13",45800,2030,3885,12250,9820,1550,1535
"2021-01-14",46450,2055,3905,12350,9810,1550,1535
"2021-01-15",45100,2020,3900,12350,9750,1550,1525
"2021-01-18",43100,1990,3910,12050,9530,1550,1580
"2021-01-19",44300,2010,3940,12000,9860,1550,1585
"2021-01-20",46850,2055,3970,12400,10050,1550,1560
"2021-01-21",46100,2030,4010,12450,9870,1550,1550
"2021-01-22",45050,2005,3980,12300,9940,1550,1580
