"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률","fics산업군"
"205","139130","DGB금융지주",7090,-50,-0.7,"KOSPI","기타금융",1199243955970,1900,3.73,27296,0.26,410,5.78,"상업은행"
"206","001440","대한전선",1400,10,0.72,"KOSPI","전기전자",1199062212600,NA,NA,345,4.06,0,0,"전기장비"
"207","003850","보령제약",23000,1600,7.48,"KOSPI","의약품",1.19876e+12,701,32.81,5858,3.93,100,0.43,"제약"
"208","006120","SK디스커버리",62900,400,0.64,"KOSPI","기타금융",1197481079500,8846,7.11,82498,0.76,700,1.11,"석유 및 가스"
"209","161890","한국콜마",52300,700,1.36,"KOSPI","화학",1196685714000,1284,40.73,20601,2.54,330,0.63,"개인생활용품"
"210","298020","효성티앤씨",276000,24500,9.74,"KOSPI","화학",1194440232000,21569,12.8,112984,2.44,2000,0.72,"섬유 및 의복"
"211","025900","동화기업",58000,1400,2.47,"KOSDAQ","종이·목재",1171506156000,1581,36.69,26226,2.21,150,0.26,"종이 및 목재"
"212","020560","아시아나항공",15700,-400,-2.48,"KOSPI","운수창고업",1168264694800,NA,NA,10673,1.47,0,0,"항공운수"
"213","016380","KG동부제철",11600,-100,-0.85,"KOSPI","철강금속",1160103205200,NA,NA,8886,1.31,0,0,"금속 및 광물"
"214","120110","코오롱인더",42950,650,1.54,"KOSPI","화학",1158741178000,1087,39.51,67767,0.63,900,2.1,"화학"
"215","192080","더블유게임즈",63000,-300,-0.47,"KOSPI","서비스업",1157593626000,6541,9.63,35440,1.78,350,0.56,"게임 소프트웨어"
"216","067630","에이치엘비생명과학",24500,550,2.3,"KOSDAQ","기타서비스",1153226098500,NA,NA,7094,3.45,0,0,"도소매"
"217","175330","JB금융지주",5770,-60,-1.03,"KOSPI","기타금융",1136591298380,1641,3.52,17615,0.33,300,5.2,"상업은행"
"218","218410","RFHIC",47150,-250,-0.53,"KOSDAQ","일반전기전자",1124415283000,857,55.02,8351,5.65,200,0.42,"통신장비"
"219","073240","금호타이어",3835,45,1.19,"KOSPI","화학",1101643200645,NA,NA,4383,0.87,0,0,"자동차부품"
"220","144510","녹십자랩셀",104200,100,0.1,"KOSDAQ","기타서비스",1099732426800,NA,NA,4174,24.96,25,0.02,"의료 장비 및 서비스"
"221","005300","롯데칠성",122000,-1500,-1.21,"KOSPI","음식료품",1094965006000,NA,NA,138233,0.88,2700,2.21,"음료"
"222","005850","에스엘",22650,-250,-1.09,"KOSPI","운수장비",1091804224050,1979,11.45,28224,0.8,400,1.77,"자동차부품"
"223","032350","롯데관광개발",15700,50,0.32,"KOSPI","서비스업",1087627893400,NA,NA,4348,3.61,0,0,"호텔 및 레저"
"224","001120","LG상사",28000,100,0.36,"KOSPI","유통업",1.08528e+12,739,37.89,30224,0.93,300,1.07,"무역"
"225","033640","네패스",46400,2600,5.94,"KOSDAQ","반도체",1069946972800,1349,34.4,9053,5.13,270,0.58,"반도체 및 관련장비"
"226","088800","에이스테크",26050,-200,-0.76,"KOSDAQ","통신장비",1066954024400,NA,NA,2275,11.45,0,0,"통신장비"
"227","023590","다우기술",23500,-100,-0.42,"KOSPI","서비스업",1054365499500,4283,5.49,29783,0.79,400,1.7,"증권"
"228","084990","헬릭스미스",30600,900,3.03,"KOSDAQ","기타서비스",1048530848400,NA,NA,6867,4.46,0,0,"바이오"
"229","363280","티와이홀딩스",27950,-300,-1.06,"KOSPI","기타금융",1048150210900,NA,NA,NA,NA,0,0,"건설"
"230","042700","한미반도체",20250,0,0,"KOSPI","기계",1042905395250,383,52.87,3839,5.27,100,0.49,"반도체 및 관련장비"
"231","007570","일양약품",54500,400,0.74,"KOSPI","의약품",1040168688000,548,99.45,10081,5.41,120,0.22,"제약"
"232","082270","젬백스",25400,1000,4.1,"KOSDAQ","기계·장비",1010405548400,NA,NA,2467,10.3,0,0,"반도체 및 관련장비"
"233","192820","코스맥스",100500,3300,3.4,"KOSPI","화학",1009975654500,3168,31.72,34178,2.94,900,0.9,"개인생활용품"
"234","097520","엠씨넥스",56300,2000,3.68,"KOSDAQ","IT부품",1005714036600,5151,10.93,12571,4.48,500,0.89,"휴대폰 및 관련부품"
"235","085660","차바이오텍",19100,450,2.41,"KOSDAQ","제약",1003686320200,884,21.61,7187,2.66,0,0,"의료 장비 및 서비스"
"236","000670","영풍",541000,7000,1.31,"KOSPI","철강금속",996543640000,135469,3.99,1767872,0.31,10000,1.85,"휴대폰 및 관련부품"
"237","214150","클래시스",15400,200,1.32,"KOSDAQ","의료·정밀기기",996521187200,534,28.84,1366,11.27,46,0.3,"의료 장비 및 서비스"
"238","036830","솔브레인홀딩스",47450,2050,4.52,"KOSDAQ","화학",994744457200,6665,7.12,45837,1.04,850,1.79,"반도체 및 관련장비"
"239","069260","휴켐스",24300,-350,-1.42,"KOSPI","화학",993349688400,1812,13.41,15970,1.52,1000,4.12,"화학"
"240","032300","한국파마",91000,0,0,"KOSDAQ","제약",992509791000,629,144.67,3028,30.05,50,0.05,"제약"
"241","114090","GKL",16000,-50,-0.31,"KOSPI","서비스업",989690720000,1170,13.68,9460,1.69,659,4.12,"호텔 및 레저"
"242","079160","CJ CGV",27850,250,0.91,"KOSPI","서비스업",9.77535e+11,NA,NA,11590,2.4,0,0,"미디어"
"243","001680","대상",28000,-150,-0.53,"KOSPI","음식료품",970144700000,2976,9.41,27896,1,600,2.14,"식료품"
"244","057050","현대홈쇼핑",80800,900,1.13,"KOSPI","유통업",9.696e+11,7354,10.99,144315,0.56,2000,2.48,"온라인쇼핑"
"245","018670","SK가스",105000,3000,2.94,"KOSPI","유통업",969175620000,17794,5.9,180030,0.58,3000,2.86,"석유 및 가스"
"246","005690","파미셀",15900,550,3.58,"KOSPI","의약품",953347305000,73,217.81,859,18.51,0,0,"바이오"
"247","122870","와이지엔터테인먼트",51000,3950,8.4,"KOSDAQ","오락·문화",939143019000,NA,NA,18508,2.76,0,0,"미디어"
"248","048530","인트론바이오",28300,2400,9.27,"KOSDAQ","제약",937638316800,NA,NA,2032,13.93,0,0,"바이오"
"249","230360","에코마케팅",28700,1150,4.17,"KOSDAQ","기타서비스",933262983800,975,29.44,3293,8.72,670,2.33,"미디어"
"250","003240","태광산업",836000,12000,1.46,"KOSPI","화학",930802400000,161659,5.17,2855185,0.29,1550,0.19,"화학"
"251","036540","SFA반도체",5650,110,1.99,"KOSDAQ","반도체",929200711950,146,38.7,2066,2.73,0,0,"반도체 및 관련장비"
"252","028150","GS홈쇼핑",139700,-300,-0.21,"KOSDAQ","방송서비스",916781250000,18339,7.62,174659,0.8,6500,4.65,"온라인쇼핑"
"253","206650","유바이오로직스",26200,1250,5.01,"KOSDAQ","제약",913475890400,NA,NA,1221,21.46,0,0,"바이오"
"254","222080","씨아이에스",15850,0,0,"KOSDAQ","기계·장비",911243064600,212,74.76,926,17.12,0,0,"전자 장비 및 기기"
"255","006040","동원산업",247500,-500,-0.2,"KOSPI","농업, 임업 및 어업",910216147500,12635,19.59,282744,0.88,2000,0.81,"식료품"
"256","000150","두산",55000,-600,-1.08,"KOSPI","서비스업",908810925000,21900,2.51,72969,0.75,5200,9.45,"복합 산업"
"257","003690","코리안리",7490,-30,-0.4,"KOSPI","보험",901564678840,1550,4.83,20404,0.37,500,6.68,"보험"
"258","014820","동원시스템즈",35150,-1350,-3.7,"KOSPI","화학",900490661650,1485,23.67,17529,2.01,500,1.42,"용기 및 포장"
"259","064960","S&T모티브",61000,4000,7.02,"KOSPI","운수장비",892011296000,181,337.02,50329,1.21,1400,2.3,"자동차부품"
"260","053030","바이넥스",28050,1500,5.65,"KOSDAQ","제약",890616896400,273,102.75,5056,5.55,0,0,"제약"
"261","210980","SK디앤디",46850,2550,5.76,"KOSPI","서비스업",889689183400,2365,19.81,19032,2.46,600,1.28,"부동산"
"262","084370","유진테크",38700,2500,6.91,"KOSDAQ","반도체",886850825400,257,150.58,10366,3.73,230,0.59,"반도체 및 관련장비"
"263","071840","롯데하이마트",37300,50,0.13,"KOSPI","유통업",880567657600,NA,NA,81410,0.46,1000,2.68,"도소매"
"264","001880","대림건설",39550,-450,-1.13,"KOSPI","건설업",872207382200,6265,6.31,30161,1.31,400,1.01,"건설"
"265","284740","쿠쿠홈시스",38750,350,0.91,"KOSPI","서비스업",869446537500,2892,13.4,19326,2.01,560,1.45,"내구소비재"
"266","215600","신라젠",12100,0,0,"KOSDAQ","기타서비스",866567212500,NA,NA,858,14.1,0,0,"바이오"
"267","053800","안랩",86500,800,0.93,"KOSDAQ","소프트웨어",866198457500,2204,39.25,20539,4.21,900,1.04,"일반 소프트웨어"
"268","294090","이오플로우",76900,5500,7.7,"KOSDAQ","의료·정밀기기",865618082800,NA,NA,364,211.26,0,0,"의료 장비 및 서비스"
"269","178320","서진시스템",47650,-1250,-2.56,"KOSDAQ","통신장비",862496734900,2688,17.73,14558,3.27,300,0.63,"통신장비"
"270","048410","현대바이오",23950,350,1.48,"KOSDAQ","화학",860185254150,22,1088.64,1356,17.66,0,0,"개인생활용품"
"271","101490","에스앤에스텍",40000,500,1.27,"KOSDAQ","반도체",858057880000,528,75.76,4489,8.91,50,0.13,"반도체 및 관련장비"
"272","039130","하나투어",61500,500,0.82,"KOSPI","서비스업",857259877500,NA,NA,15562,3.95,1000,1.63,"호텔 및 레저"
"273","005440","현대그린푸드",8730,-70,-0.8,"KOSPI","유통업",852960127860,628,13.9,17576,0.5,210,2.41,"호텔 및 레저"
"274","011000","진원생명과학",19000,200,1.06,"KOSPI","의약품",850649152000,NA,NA,898,21.16,0,0,"바이오"
"275","079550","LIG넥스원",38600,2650,7.37,"KOSPI","기계",8.492e+11,145,266.21,28817,1.34,600,1.55,"상업서비스"
"276","103140","풍산",30250,-100,-0.33,"KOSPI","철강금속",847734409500,629,48.09,49306,0.61,400,1.32,"금속 및 광물"
"277","214370","케어젠",78900,1300,1.68,"KOSDAQ","제약",847622700000,2814,28.04,20200,3.91,2800,3.55,"개인생활용품"
"278","033270","유나이티드제약",52000,900,1.76,"KOSPI","의약품",844730744000,2087,24.92,15716,3.31,330,0.63,"제약"
"279","213420","덕산네오룩스",34950,800,2.34,"KOSDAQ","반도체",839149919400,798,43.8,6662,5.25,0,0,"디스플레이 및 관련부품"
"280","001230","동국제강",8690,-110,-1.25,"KOSPI","철강금속",829310484530,NA,NA,19382,0.45,0,0,"금속 및 광물"
"281","131970","테스나",55700,1100,2.01,"KOSDAQ","반도체",822108438900,1363,40.87,10259,5.43,200,0.36,"반도체 및 관련장비"
"282","001800","오리온홀딩스",13100,-50,-0.38,"KOSPI","기타금융",820655028200,804,16.29,30747,0.43,650,4.96,"식료품"
"283","048260","오스템임플란트",57300,5100,9.77,"KOSDAQ","의료·정밀기기",818571584100,NA,NA,5602,10.23,0,0,"의료 장비 및 서비스"
"284","241590","화승엔터프라이즈",13400,0,0,"KOSPI","기타제조업",811191378000,1031,13,5759,2.33,45,0.34,"섬유 및 의복"
"285","005880","대한해운",3300,-35,-1.05,"KOSPI","운수창고업",806094597000,374,8.82,3394,0.97,0,0,"해상운수"
"286","003380","하림지주",8720,-70,-0.8,"KOSDAQ","금융",805220670400,736,11.85,18633,0.47,50,0.57,"식료품"
"287","183490","엔지켐생명과학",97500,1300,1.35,"KOSDAQ","제약",8.04102e+11,NA,NA,9036,10.79,0,0,"제약"
"288","001820","삼화콘덴서",77000,700,0.92,"KOSPI","전기전자",8.00415e+11,2889,26.65,14698,5.24,250,0.32,"전기장비"
"289","067160","아프리카TV",69500,1700,2.51,"KOSDAQ","소프트웨어",798886306500,3164,21.97,10346,6.72,550,0.79,"인터넷 서비스"
"290","314130","지놈앤컴퍼니",59700,-300,-0.5,"KOSDAQ","제약",794302768800,NA,NA,NA,NA,0,0,"제약"
"291","041960","코미팜",12350,100,0.82,"KOSDAQ","제약",792695568600,NA,NA,1146,10.78,0,0,"제약"
"292","115450","지트리비앤티",29400,700,2.44,"KOSDAQ","유통",792339996000,NA,NA,2556,11.5,0,0,"제약"
"293","020000","한섬",32000,50,0.16,"KOSPI","섬유의복",7.8816e+11,3881,8.25,42450,0.75,450,1.41,"섬유 및 의복"
"294","089980","상아프론테크",49900,550,1.11,"KOSDAQ","화학",784665773500,842,59.26,9392,5.31,160,0.32,"디스플레이 및 관련부품"
"295","263050","유틸렉스",52000,4350,9.13,"KOSDAQ","제약",783040284000,NA,NA,4300,12.09,0,0,"바이오"
"296","086900","메디톡스",130900,0,0,"KOSDAQ","제약",782448074100,4292,30.5,39593,3.31,800,0.61,"바이오"
"297","222800","심텍",24550,1450,6.28,"KOSDAQ","반도체",782019210650,NA,NA,6678,3.68,160,0.65,"전자 장비 및 기기"
"298","089590","제주항공",20300,-100,-0.49,"KOSPI","운수창고업",781542184500,NA,NA,11248,1.8,0,0,"항공운수"
"299","271980","제일약품",52700,200,0.38,"KOSPI","의약품",774946754400,NA,NA,11564,4.56,70,0.13,"제약"
"300","078600","대주전자재료",50300,1450,2.97,"KOSDAQ","IT부품",773998493200,NA,NA,5269,9.55,0,0,"전자 장비 및 기기"
"301","100090","삼강엠앤티",22000,600,2.8,"KOSDAQ","금속",772038828000,NA,NA,4829,4.56,0,0,"조선"
"302","300720","한일시멘트",111000,0,0,"KOSPI","비금속광물",768803094000,9772,11.36,214009,0.52,4700,4.23,"건축소재"
"303","090460","비에이치",22900,900,4.09,"KOSDAQ","IT부품",766524555200,1926,11.89,8551,2.68,0,0,"전자 장비 및 기기"
"304","058820","CMG제약",5480,60,1.11,"KOSDAQ","제약",761129497120,25,219.2,1297,4.23,0,0,"제약"
"305","272450","진에어",16900,50,0.3,"KOSPI","운수창고업",7.605e+11,NA,NA,5750,2.94,0,0,"항공운수"
"306","000640","동아쏘시오홀딩스",123000,0,0,"KOSPI","기타금융",757107558000,3220,38.2,121392,1.01,1000,0.81,"제약"
"307","131290","티에스이",68100,6100,9.84,"KOSDAQ","반도체",753283314900,1583,43.02,14862,4.58,200,0.29,"반도체 및 관련장비"
"308","192650","드림텍",11300,350,3.2,"KOSPI","전기전자",744251730500,417,27.1,3575,3.16,160,1.42,"휴대폰 및 관련부품"
"309","353200","대덕전자",15050,300,2.03,"KOSPI","전기전자",743724721250,NA,NA,NA,NA,0,0,"전자 장비 및 기기"
"310","298050","효성첨단소재",166000,2500,1.53,"KOSPI","화학",743671368000,NA,NA,72195,2.3,0,0,"화학"
"311","003230","삼양식품",98600,-300,-0.3,"KOSPI","음식료품",742755279000,7906,12.47,37661,2.62,800,0.81,"식료품"
"312","092190","서울바이오시스",19250,200,1.05,"KOSDAQ","IT부품",735805320250,147,130.95,4404,4.37,38,0.2,"디스플레이 및 관련부품"
"313","041510","에스엠",31300,1000,3.3,"KOSDAQ","오락·문화",734063281300,NA,NA,18944,1.65,0,0,"미디어"
"314","170900","동아에스티",84900,0,0,"KOSPI","의약품",716884393200,8404,10.1,76488,1.11,1000,1.18,"제약"
"315","036420","제이콘텐트리",43750,3000,7.36,"KOSPI","서비스업",716846856250,79,553.8,22129,1.98,0,0,"미디어"
"316","001060","JW중외제약",33200,0,0,"KOSPI","의약품",715125543200,NA,NA,10059,3.3,325,0.98,"제약"
"317","267270","현대건설기계",36250,-750,-2.03,"KOSPI","기계",714153746250,169,214.5,61453,0.59,0,0,"기계"
"318","081000","일진다이아",50200,-300,-0.59,"KOSPI","화학",712989345000,914,54.92,12656,3.97,300,0.6,"금속 및 광물"
"319","000070","삼양홀딩스",83100,400,0.48,"KOSPI","기타금융",711690920100,3987,20.84,160079,0.52,2000,2.41,"화학"
"320","049770","동원F&B",184000,0,0,"KOSPI","음식료품",710078816000,17015,10.81,176519,1.04,3000,1.63,"식료품"
"321","042000","카페24",75200,1500,2.04,"KOSDAQ","인터넷",709180894400,710,105.92,12373,6.08,0,0,"인터넷 서비스"
"322","011930","신성이엔지",3520,-50,-1.4,"KOSPI","전기전자",709047472320,15,234.67,704,5,0,0,"에너지 시설 및 서비스"
"323","012630","HDC",11850,50,0.42,"KOSPI","기타금융",707939393850,4460,2.66,36131,0.33,200,1.69,"화학"
"324","025980","아난티",8290,140,1.72,"KOSDAQ","숙박·음식",706132144230,NA,NA,4451,1.86,0,0,"호텔 및 레저"
"325","108670","LG하우시스",78600,1400,1.81,"KOSPI","화학",704858862000,1154,68.11,91420,0.86,250,0.32,"건축자재"
"326","025540","한국단자",67500,900,1.35,"KOSPI","전기전자",703012500000,3062,22.04,68181,0.99,700,1.04,"자동차부품"
"327","348150","고바이오랩",44700,-150,-0.33,"KOSDAQ","기타서비스",693677218200,NA,NA,NA,NA,0,0,"바이오"
"328","280360","롯데제과",108000,-500,-0.46,"KOSPI","음식료품",693005436000,5936,18.19,188501,0.57,1300,1.2,"식료품"
"329","009450","경동나비엔",50800,300,0.59,"KOSPI","전기전자",691120284000,2207,23.02,23612,2.15,300,0.59,"내구소비재"
"330","083790","크리스탈지노믹스",14950,250,1.7,"KOSDAQ","기타서비스",690140049300,NA,NA,3538,4.23,0,0,"바이오"
"331","204270","제이앤티씨",11900,500,4.39,"KOSDAQ","일반전기전자",688396745400,1691,7.04,5638,2.11,0,0,"전자 장비 및 기기"
"332","002320","한진",45950,0,0,"KOSPI","운수창고업",686843506600,NA,NA,72343,0.64,500,1.09,"육상운수"
"333","085620","미래에셋생명",3870,-10,-0.26,"KOSPI","보험",685052651430,682,5.67,11792,0.33,170,4.39,"보험"
"334","034310","NICE",18000,0,0,"KOSPI","서비스업",681881400000,771,23.35,18100,0.99,230,1.28,"IT 서비스"
"335","192400","쿠쿠홀딩스",95400,500,0.53,"KOSPI","기타금융",678526489800,12779,7.47,94719,1.01,3000,3.14,"내구소비재"
"336","290650","엘앤씨바이오",31000,-200,-0.64,"KOSDAQ","제약",678187248000,331,93.66,2635,11.76,100,0.32,"의료 장비 및 서비스"
"337","267260","현대일렉트릭",18800,-50,-0.27,"KOSPI","전기전자",677686138000,NA,NA,19418,0.97,0,0,"전기장비"
"338","061970","엘비세미콘",15450,650,4.39,"KOSDAQ","반도체",676471946400,744,20.77,3419,4.52,50,0.32,"반도체 및 관련장비"
"339","033180","필룩스",7480,-710,-8.67,"KOSPI","전기전자",673522597440,NA,NA,3355,2.23,0,0,"가정생활용품"
"340","182400","엔케이맥스",19550,750,3.99,"KOSDAQ","제약",668513344800,NA,NA,3408,5.74,0,0,"바이오"
"341","017810","풀무원",17450,-50,-0.29,"KOSPI","음식료품",665203405550,56,311.61,9425,1.85,102,0.58,"식료품"
"342","112040","위메이드",39300,1000,2.61,"KOSDAQ","디지털컨텐츠",6.6024e+11,NA,NA,14108,2.79,600,1.53,"게임 소프트웨어"
"343","092040","아미코젠",34300,850,2.54,"KOSDAQ","음식료·담배",659057693000,5,6860,6354,5.4,0,0,"제약"
"344","002840","미원상사",132500,3000,2.32,"KOSPI","화학",6.58525e+11,6163,21.5,44134,3,654,0.49,"화학"
"345","082640","동양생명",4040,-25,-0.62,"KOSPI","보험",651888683400,739,5.47,16121,0.25,230,5.69,"보험"
"346","033660","아주캐피탈",11300,0,0,"KOSPI","기타금융",650268557000,1784,6.33,14145,0.8,650,5.75,"소비자 금융"
"347","052690","한전기술",17000,50,0.29,"KOSPI","서비스업",6.4974e+11,694,24.5,12878,1.32,310,1.82,"에너지 시설 및 서비스"
"348","036810","에프에스티",32100,1000,3.22,"KOSDAQ","반도체",649505429400,1002,32.04,5592,5.74,80,0.25,"반도체 및 관련장비"
"349","018250","애경산업",24550,200,0.82,"KOSPI","화학",648363904250,1581,15.53,12817,1.92,450,1.83,"개인생활용품"
"350","003470","유안타증권",3240,-30,-0.92,"KOSPI","증권",646692906240,394,8.22,5947,0.54,0,0,"증권"
"351","330860","네패스아크",59900,6200,11.55,"KOSDAQ","반도체",645867916400,763,78.51,3876,15.45,0,0,"반도체 및 관련장비"
"352","217270","넵튠",27100,600,2.26,"KOSDAQ","출판·매체복제",642475580600,NA,NA,2945,9.2,0,0,"게임 소프트웨어"
"353","105630","한세실업",16050,700,4.56,"KOSPI","섬유의복",6.42e+11,NA,NA,9945,1.61,500,3.12,"섬유 및 의복"
"354","003540","대신증권",12550,-150,-1.18,"KOSPI","증권",637206170000,1310,9.58,22870,0.55,1000,7.97,"증권"
"355","005610","SPC삼립",73500,-600,-0.81,"KOSPI","음식료품",634232161500,2492,29.49,37411,1.96,1104,1.5,"식료품"
"356","145990","삼양사",61200,-500,-0.81,"KOSPI","음식료품",631183078800,3375,18.13,104070,0.59,1000,1.63,"식료품"
